tmstmp, lat, lon, vid, rt, pid
20230718 12:45:03,29.64605,-82.32264666666667,711,1,477
20230718 12:45:03,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:45:18,29.64605,-82.32264666666667,711,1,477
20230718 12:45:18,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:45:33,29.64605,-82.32264666666667,711,1,477
20230718 12:45:34,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:45:33,29.64605,-82.32264666666667,711,1,477
20230718 12:45:34,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:45:49,29.64605,-82.32264666666667,711,1,477
20230718 12:45:46,29.645546,-82.322725,802,10,75
20230718 12:45:55,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:46:11,29.64605,-82.32264666666667,711,1,477
20230718 12:46:10,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:46:26,29.64605,-82.32264666666667,711,1,477
20230718 12:46:26,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:46:41,29.64605,-82.32264666666667,711,1,477
20230718 12:46:26,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:46:57,29.64605,-82.32264666666667,711,1,477
20230718 12:46:58,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:47:12,29.64605,-82.32264666666667,711,1,477
20230718 12:46:58,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:47:12,29.64605,-82.32264666666667,711,1,477
20230718 12:47:19,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:47:29,29.64605,-82.32264666666667,711,1,477
20230718 12:47:34,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:47:44,29.64605,-82.32264666666667,711,1,477
20230718 12:47:56,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:48:14,29.64605,-82.32264666666667,711,1,477
20230718 12:48:12,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:48:14,29.64605,-82.32264666666667,711,1,477
20230718 12:48:28,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:48:37,29.64605,-82.32264666666667,711,1,477
20230718 12:48:43,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:48:52,29.64605,-82.32264666666667,711,1,477
20230718 12:48:43,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:49:07,29.64605,-82.32264666666667,711,1,477
20230718 12:48:59,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:49:22,29.64605,-82.32264666666667,711,1,477
20230718 12:49:14,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:49:38,29.64605,-82.32264666666667,711,1,477
20230718 12:49:30,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:49:42,29.639105000000004,-82.34395333333332,1807,43,500612
20230718 12:49:53,29.64605,-82.32264666666667,711,1,477
20230718 12:49:45,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:49:57,29.639105000000004,-82.34395333333332,1807,43,500612
20230718 12:50:09,29.64605,-82.32264666666667,711,1,477
20230718 12:50:12,29.62523666666667,-82.38731666666666,2004,33,500643
20230718 12:50:13,29.63909833333333,-82.34399666666668,1807,43,500612
20230718 12:50:25,29.64605,-82.32264666666667,711,1,477
20230718 12:50:41,29.64605,-82.32264666666667,711,1,477
20230718 12:50:56,29.64605,-82.32264666666667,711,1,477
20230718 12:50:56,29.64605,-82.32264666666667,711,1,477
20230718 12:51:18,29.64605,-82.32264666666667,711,1,477
20230718 12:51:34,29.64605,-82.32264666666667,711,1,477
20230718 12:51:50,29.646030000000003,-82.32261500000001,711,1,477
20230718 12:56:25,29.642468333333333,-82.271575,710,11,4
20230718 12:56:41,29.642468333333333,-82.271575,710,11,4
20230718 12:56:56,29.642468333333333,-82.271575,710,11,4
20230718 12:56:59,29.64589,-82.32261166666667,2304,11,54
20230718 12:56:56,29.642468333333333,-82.271575,710,11,4
20230718 12:56:59,29.64589,-82.32261166666667,2304,11,54
20230718 12:57:27,29.642468333333333,-82.271575,710,11,4
20230718 12:57:15,29.64589,-82.32261166666667,2304,11,54
20230718 12:57:42,29.642468333333333,-82.271575,710,11,4
20230718 12:57:30,29.64588666666667,-82.32261500000001,2304,11,54
20230718 12:57:42,29.642468333333333,-82.271575,710,11,4
20230718 12:57:47,29.64588666666667,-82.32261500000001,2304,11,54
20230718 12:58:09,29.65786333333333,-82.40878833333333,2105,5,323
20230718 12:58:13,29.642468333333333,-82.271575,710,11,4
20230718 12:58:03,29.64589,-82.32261833333332,2304,11,54
20230718 12:58:12,29.631787828494126,-82.3511226669403,1903,122,500633
20230718 12:58:24,29.65786333333333,-82.40878833333333,2105,5,323
20230718 12:58:28,29.642468333333333,-82.271575,710,11,4
20230718 12:58:18,29.64589,-82.32261833333332,2304,11,54
20230718 12:58:28,29.631787828494126,-82.3511226669403,1903,122,500633
20230718 12:58:40,29.657870000000003,-82.40879000000001,2105,5,323
20230718 12:58:44,29.642468333333333,-82.271575,710,11,4
20230718 12:58:44,29.631787828494126,-82.3511226669403,1903,122,500633
20230718 12:58:55,29.657870000000003,-82.40879000000001,2105,5,323
20230718 12:58:59,29.642468333333333,-82.271575,710,11,4
20230718 12:58:59,29.631787828494126,-82.3511226669403,1903,122,500633
20230718 12:59:10,29.657870000000003,-82.40879000000001,2105,5,323
20230718 12:58:59,29.642468333333333,-82.271575,710,11,4
20230718 12:58:59,29.631787828494126,-82.3511226669403,1903,122,500633
20230718 12:59:27,29.657871666666665,-82.40878666666667,2105,5,323
20230718 12:59:14,29.642468333333333,-82.271575,710,11,4
20230718 12:59:15,29.631787828494126,-82.3511226669403,1903,122,500633
20230718 12:59:42,29.657871666666665,-82.40878666666667,2105,5,323
20230718 12:59:30,29.642468333333333,-82.271575,710,11,4
20230718 12:59:30,29.631787828494126,-82.3511226669403,1903,122,500633
20230718 12:59:58,29.657871666666665,-82.40878333333333,2105,5,323
20230718 12:59:46,29.642468333333333,-82.271575,710,11,4
20230718 12:59:47,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:00:14,29.657871666666665,-82.40878333333333,2105,5,323
20230718 13:00:05,29.642458333333334,-82.27156333333332,710,11,4
20230718 13:00:03,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:00:14,29.657871666666665,-82.40878333333333,2105,5,323
20230718 13:00:18,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:00:31,29.657871666666665,-82.40878333333333,2105,5,323
20230718 13:00:34,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:00:48,29.657871666666665,-82.408785,2105,5,323
20230718 13:00:49,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:01:02,29.657871666666665,-82.408785,2105,5,323
20230718 13:01:11,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:01:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:01:42,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:01:57,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:01:57,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:02:28,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:02:43,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:02:59,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:02:59,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:03:19,29.621856666666666,-82.36562666666666,1605,38,189
20230718 13:03:15,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:03:35,29.621856666666666,-82.36562666666666,1605,38,189
20230718 13:03:30,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:03:50,29.621856666666666,-82.36562666666666,1605,38,189
20230718 13:03:46,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:04:05,29.621856666666666,-82.36562666666666,1605,38,189
20230718 13:04:02,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:04:21,29.621856666666666,-82.36562666666666,1605,38,189
20230718 13:04:17,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:18,29.601256585284965,-82.4166761654465,4398,150,194
20230718 13:07:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:18,29.601256585284965,-82.4166761654465,4398,150,194
20230718 13:07:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:26,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:39,29.631786218930973,-82.35112367476061,1903,122,500633
20230718 13:07:57,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:08:13,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:08:13,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:08:28,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:08:43,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:08:58,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:09:14,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:09:36,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:09:51,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:10:07,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:10:22,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:10:38,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:10:55,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:11:10,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:11:05,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:11:25,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:11:21,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:11:19,29.65787833333333,-82.408775,2110,75,500615
20230718 13:11:41,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:11:40,29.646446666666666,-82.32276666666667,1013,17,500618
20230718 13:11:36,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:11:35,29.65787833333333,-82.408775,2110,75,500615
20230718 13:11:57,29.646211666666666,-82.32264166666667,1802,5,335
20230718 13:11:56,29.646446666666666,-82.32276666666667,1013,17,500618
20230718 13:11:52,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:11:51,29.65787833333333,-82.40877333333334,2110,75,500615
20230718 13:12:04,29.645546,-82.322725,1802,5,335
20230718 13:12:11,29.646446666666666,-82.32276666666667,1013,17,500618
20230718 13:12:07,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:12:07,29.65787833333333,-82.40877333333334,2110,75,500615
20230718 13:12:27,29.646446666666666,-82.32276666666667,1013,17,500618
20230718 13:12:24,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:12:22,29.65788,-82.40877333333334,2110,75,500615
20230718 13:12:27,29.646446666666666,-82.32276666666667,1013,17,500618
20230718 13:12:39,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:12:38,29.65788,-82.40877333333334,2110,75,500615
20230718 13:12:57,29.646446666666666,-82.32276666666667,1013,17,500618
20230718 13:12:55,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:12:53,29.65788,-82.40877333333334,2110,75,500615
20230718 13:12:57,29.646446666666666,-82.32276666666667,1013,17,500618
20230718 13:13:10,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:13:10,29.657876666666667,-82.40878166666668,2110,75,500615
20230718 13:13:25,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:13:25,29.657876666666667,-82.40878166666668,2110,75,500615
20230718 13:13:40,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:13:41,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:13:56,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:13:56,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:14:03,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:14:11,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:14:12,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:14:19,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:14:26,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:14:18,29.614208333333334,-82.36121833333333,1804,34,21
20230718 13:14:27,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:14:34,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:14:26,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:14:34,29.614208333333334,-82.36121833333333,1804,34,21
20230718 13:14:27,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:14:50,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:14:42,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:14:56,29.614208333333334,-82.36121833333333,1804,34,21
20230718 13:14:42,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:15:05,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:14:58,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:15:04,29.614208299303137,-82.36122221635449,1804,34,21
20230718 13:14:58,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:15:21,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:15:13,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:15:19,29.614132,-82.361212,1804,34,55
20230718 13:15:14,29.625248333333335,-82.38780666666668,1014,75,348
20230718 13:15:37,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:15:46,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:15:35,29.614132,-82.361212,1804,34,55
20230718 13:15:31,29.6252747,-82.38789,1014,75,500615
20230718 13:15:52,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:16:01,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:15:46,29.6252747,-82.38789,1014,75,500615
20230718 13:16:07,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:16:01,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:16:02,29.6252747,-82.38789,1014,75,500615
20230718 13:16:23,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:16:16,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:16:24,29.6252747,-82.38789,1014,75,500615
20230718 13:16:39,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:16:32,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:16:54,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:16:56,29.657722705481767,-82.40887119138428,1105,5,323
20230718 13:16:49,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:17:09,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:17:04,29.64534833333333,-82.34698666666667,1601,9,500610
20230718 13:17:05,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:17:24,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:17:19,29.64534833333333,-82.34698666666667,1601,9,500610
20230718 13:17:20,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:17:40,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:17:34,29.64534833333333,-82.34698666666667,1601,9,500610
20230718 13:17:35,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:17:40,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:17:50,29.64534833333333,-82.34698666666667,1601,9,500610
20230718 13:17:51,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:17:57,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:18:08,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:18:06,29.64534833333333,-82.34698666666667,1601,9,500610
20230718 13:18:07,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:18:12,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:18:23,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:18:22,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:18:42,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:18:39,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:18:22,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:18:42,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:18:55,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:18:43,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:18:59,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:19:11,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:19:00,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:19:15,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:19:26,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:19:17,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:19:30,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:19:42,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:19:32,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:19:46,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:19:42,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:19:47,29.625234999999996,-82.38731666666666,1606,33,500643
20230718 13:20:05,29.646043333333335,-82.32263499999999,1015,1,477
20230718 13:19:57,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:20:02,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:20:10,29.6252747,-82.38789,1606,33,500643
20230718 13:20:12,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:20:18,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:20:40,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:20:33,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:20:56,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:20:48,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:21:11,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:21:05,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:21:26,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:21:22,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:21:26,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:21:37,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:21:50,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:21:53,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:22:06,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:22:08,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:22:21,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:22:24,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:22:21,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:22:40,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:22:59,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:22:55,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:23:15,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:23:12,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:23:15,29.612606344848654,-82.3593082248837,1501,9,49
20230718 13:23:12,29.609515858309827,-82.34172574301863,1402,13,500623
20230718 13:25:17,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:25:18,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:25:32,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:25:40,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:25:47,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:25:55,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:26:09,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:26:12,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:26:25,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:26:27,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:26:41,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:26:43,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:26:56,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:26:58,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:26:56,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:26:58,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:27:27,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:27:13,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:27:42,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:27:29,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:27:58,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:27:45,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:28:15,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:28:00,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:28:15,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:28:22,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:28:31,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:28:38,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:28:48,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:28:38,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:29:04,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:29:00,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:29:19,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:29:22,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:29:35,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:29:38,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:29:50,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:29:53,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:30:05,29.645895000000003,-82.32264666666667,710,11,44
20230718 13:30:05,29.645681666666665,-82.34664166666668,4398,150,194
20230718 13:33:45,29.63906666666667,-82.343965,2104,43,500612
20230718 13:34:12,29.639060000000004,-82.34396833333334,2104,43,500612
20230718 13:34:12,29.639060000000004,-82.34396833333334,2104,43,500612
20230718 13:34:27,29.639060000000004,-82.34396833333334,2104,43,500612
20230718 13:34:43,29.639060000000004,-82.34396833333334,2104,43,500612
20230718 13:35:00,29.639060000000004,-82.34397166666668,2104,43,500612
20230718 13:35:15,29.639060000000004,-82.34397166666668,2104,43,500612
20230718 13:35:31,29.639060000000004,-82.34397166666668,2104,43,500612
20230718 13:35:56,29.64514,-82.3469849,1602,9,500610
20230718 13:35:46,29.639060000000004,-82.34397166666668,2104,43,500612
20230718 13:36:11,29.64514,-82.3469849,1602,9,500610
20230718 13:36:02,29.62555166666667,-82.38819666666669,1004,12,500650
20230718 13:36:01,29.639060000000004,-82.34397166666668,2104,43,500612
20230718 13:36:26,29.64514,-82.3469849,1602,9,500610
20230718 13:36:15,29.62555166666667,-82.38819666666669,1004,12,500650
20230718 13:36:17,29.63905833333333,-82.34396999999998,2104,43,500612
20230718 13:36:42,29.64514,-82.3469849,1602,9,500610
20230718 13:36:59,29.64514,-82.3469849,1602,9,500610
20230718 13:37:14,29.64514,-82.3469849,1602,9,500610
20230718 13:37:14,29.64514,-82.3469849,1602,9,500610
20230718 13:37:29,29.64514,-82.3469849,1602,9,500610
20230718 13:37:45,29.64514,-82.3469849,1602,9,500610
20230718 13:38:00,29.64514,-82.3469849,1602,9,500610
20230718 13:38:22,29.645373333333335,-82.34693833333334,1602,9,500610
20230718 13:38:22,29.645373333333335,-82.34693833333334,1602,9,500610
20230718 13:41:17,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:41:32,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:41:48,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:41:59,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:42:04,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:41:59,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:42:19,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:42:14,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:42:34,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:42:29,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:42:52,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:42:45,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:43:08,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:43:00,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:43:13,29.62522333333333,-82.38730833333332,2004,33,500643
20230718 13:43:25,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:43:15,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:43:13,29.62522333333333,-82.38730833333332,2004,33,500643
20230718 13:43:40,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:43:31,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:43:29,29.62522333333333,-82.38730833333332,2004,33,500643
20230718 13:43:55,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:43:46,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:43:44,29.62522333333333,-82.38730833333332,2004,33,500643
20230718 13:44:12,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:44:03,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:43:59,29.62522333333333,-82.38730833333332,2004,33,500643
20230718 13:43:59,29.64514,-82.346983,1001,35,207
20230718 13:44:29,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:44:19,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:44:21,29.680547576024292,-82.3390117774345,2112,15,122
20230718 13:44:15,29.62522333333333,-82.38730833333332,2004,33,500643
20230718 13:44:14,29.64514,-82.346983,1001,35,207
20230718 13:44:29,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:44:34,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:44:32,29.680547576024292,-82.3390117774345,2112,15,122
20230718 13:44:30,29.62522333333333,-82.38730833333332,2004,33,500643
20230718 13:44:29,29.64514,-82.346983,1001,35,207
20230718 13:44:50,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:44:50,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:44:46,29.62522333333333,-82.38730833333332,2004,33,500643
20230718 13:44:52,29.64514,-82.346983,1001,35,207
20230718 13:45:07,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:45:05,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:45:01,29.62522333333333,-82.38730833333332,2004,33,500643
20230718 13:45:07,29.64514,-82.346983,1001,35,207
20230718 13:45:01,29.62184,-82.36567333333332,1605,38,189
20230718 13:45:22,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:45:21,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:45:16,29.62522333333333,-82.38730833333332,2004,33,500643
20230718 13:45:07,29.64514,-82.346983,1001,35,207
20230718 13:45:18,29.62184,-82.36567333333332,1605,38,189
20230718 13:45:37,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:45:36,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:45:33,29.62522333333333,-82.38730833333332,2004,33,500643
20230718 13:45:29,29.64514,-82.346983,1001,35,207
20230718 13:45:33,29.62184,-82.36567333333332,1605,38,189
20230718 13:45:53,29.646043333333335,-82.32265666666666,708,1,477
20230718 13:45:52,29.657853333333332,-82.40880166666666,1802,5,323
20230718 13:45:44,29.67913,-82.43215333333335,703,10,75
